prop_price,prop_title,prop_location,prop_size,number_room
"163,050",Apartment,"Sultan Haitham City, Muscat",217 Sq. M.,3
"154,000",Villa,"Sultan Haitham City, Muscat",209 Sq. M.,3
"29,500",Apartment,"Al Khoud, Muscat",60 Sq. M.,1
"133,000",Residential Land,"Al Maabilah, Muscat",400 Sq. M.,not available
"20,000",Residential Land,"Al Amarat, Muscat",612 Sq. M.,not available
"110,000",Apartment,"The Wave (Almouj), Muscat",88 Sq. M.,1
"72,000",Apartment,"Muscat Hills, Muscat",108 Sq. M.,2
"14,900",Residential Land,"Barka, Al Batinah",300 Sq. M.,not available
"41,000",Apartment,"Sultan Haitham City, Muscat",71 Sq. M.,not available
"10,900",Residential Land,"Al Amarat, Muscat",675 Sq. M.,not available
"43,000",Apartment,"Al Khoud, Muscat",110 Sq. M.,2
"67,000",Apartment,"Muscat Hills, Muscat",96 Sq. M.,1
"39,000",Apartment,"Azaiba, Muscat",98 Sq. M.,2
"170,000",Residential Land,"Ibra, Al Sharqiya","75,000 Sq. M.",not available
"900,000",Villa,"Al Hail, Muscat","1,000 Sq. M.",3
"30,000",Apartment,"Bosher, Muscat",57 Sq. M.,1
"11,000",Residential Land,"Ibri, Al Dhahirah","1,820 Sq. M.",not available
"68,000",Apartment,"Bosher, Muscat",165 Sq. M.,3
"45,500",Villa,"Al Khaboura, Al Batinah",235 Sq. M.,3
"180,000",Residential Land,"Al Mawaleh, Muscat",900 Sq. M.,not available
"54,000",Apartment,"Azaiba, Muscat",101 Sq. M.,2
"56,500",Apartment,"Al Maabilah, Muscat",50 Sq. M.,1
"300,000",Apartment,"Muscat - Other, Muscat",100 Sq. M.,3
"111,700",Villa,"Sultan Haitham City, Muscat",194 Sq. M.,3
"50,000",Apartment,"Sultan Haitham City, Muscat",75 Sq. M.,1
"220,000",Apartment,"Qantab, Muscat",199 Sq. M.,2
"140,000",Villa,"Al Mawaleh, Muscat",600 Sq. M.,6
"298,000",Apartment,"Qantab, Muscat",355 Sq. M.,3
"224,000",Villa,"Muscat Hills, Muscat",280 Sq. M.,3
"583,890",Villa,"Qantab, Muscat",422 Sq. M.,4
"200,000",Residential Land,"Misfah, Muscat","1,820 Sq. M.",not available
"90,000",Villa,"Al Khoud, Muscat",293 Sq. M.,5
"45,500",Apartment,"Salalah, Dhofar",38 Sq. M.,not available
"666,000",Villa,"The Wave (Almouj), Muscat",524 Sq. M.,7
"50,000",Residential Land,"Ibra, Al Sharqiya","2,500 Sq. M.",not available
"60,486",Apartment,"Bosher, Muscat",114 Sq. M.,2
"60,995",Apartment,"Bosher, Muscat",100 Sq. M.,2
"89,255",Apartment,"Yiti, Muscat",58 Sq. M.,1
"180,000",Residential Land,"Al Seeb, Muscat","1,629 Sq. M.",not available
"139,000",Apartment,"The Wave (Almouj), Muscat",118 Sq. M.,1
"470,486",Apartment,"The Wave (Almouj), Muscat",203 Sq. M.,2
"70,000",Residential Land,"Ruwi, Muscat",531 Sq. M.,not available
"57,000",Apartment,"Al Hail, Muscat",165 Sq. M.,2
"355,000",Residential Land,"Al Maabilah, Muscat","1,500 Sq. M.",not available
"117,000",Apartment,"Al Sifah, Muscat",124 Sq. M.,2
"135,000",Apartment,"Al Sifah, Muscat",157 Sq. M.,3
"48,100",Apartment,"Sultan Haitham City, Muscat",74 Sq. M.,1
"133,000",Apartment,"The Wave (Almouj), Muscat",83 Sq. M.,1
"60,000",Villa,"Dima and Al Taaiyin, Al Sharqiya","1,887 Sq. M.",4
"38,000",Apartment,"Sultan Haitham City, Muscat",52 Sq. M.,1
"2,300",Residential Land,"Ibri, Al Dhahirah",600 Sq. M.,not available
"846,945",Apartment,"The Wave (Almouj), Muscat",383 Sq. M.,4
"88,289",Apartment,"Yiti, Muscat",66 Sq. M.,1
"72,100",Apartment,"Salalah, Dhofar",78 Sq. M.,1
"427,400",Villa,"Qantab, Muscat",422 Sq. M.,4
"11,500",Residential Land,"Saham, Al Batinah","1,800 Sq. M.",not available
"20,000",Apartment,"Salalah, Dhofar",83 Sq. M.,2
"27,000",Villa,"Al Masn'a, Al Batinah",195 Sq. M.,4
"144,000",Apartment,"The Wave (Almouj), Muscat",125 Sq. M.,2
"318,173",Apartment,"The Wave (Almouj), Muscat",140 Sq. M.,1
"149,000",Villa,"Al Mawaleh, Muscat",601 Sq. M.,5
"75,000",Villa,"Salalah, Dhofar",77 Sq. M.,1
"65,000",Villa,"Salalah, Dhofar",78 Sq. M.,1
"70,000",Villa,"Salalah, Dhofar",78 Sq. M.,1
"47,000",Apartment,"Salalah, Dhofar",64 Sq. M.,1
"45,000",Villa,"Al Amarat, Muscat",600 Sq. M.,3
"35,500",Apartment,"Bosher, Muscat",79 Sq. M.,1
"599,600",Apartment,"Muscat - Other, Muscat",262 Sq. M.,3
"80,000",Villa,"Al Amarat, Muscat",450 Sq. M.,6
"90,018",Apartment,"Yiti, Muscat",93 Sq. M.,2
"50,000",Apartment,"Salalah, Dhofar",40 Sq. M.,1
"55,070",Apartment,"Sultan Haitham City, Muscat",114 Sq. M.,2
"49,020",Apartment,"Sultan Haitham City, Muscat",72 Sq. M.,1
"77,250",Apartment,"Salalah, Dhofar",76 Sq. M.,1
"144,900",Apartment,"The Wave (Almouj), Muscat",119 Sq. M.,2
"70,000",Apartment,"Madinat As Sultan Qaboos, Muscat",132 Sq. M.,2
"68,000",Villa,"Al Seeb, Muscat",260 Sq. M.,4
"74,000",Apartment,"Yiti, Muscat",83 Sq. M.,1
"50,070",Apartment,"Sultan Haitham City, Muscat",67 Sq. M.,1
"5,000",Residential Land,"Ibri, Al Dhahirah",600 Sq. M.,not available
"75,000",Residential Land,"Bosher, Muscat",600 Sq. M.,not available
"22,000",Residential Land,"Al Masn'a, Al Batinah","4,000 Sq. M.",not available
"145,000",Apartment,"The Wave (Almouj), Muscat",127 Sq. M.,2
"214,500",Villa,"Al Maabilah, Muscat",411 Sq. M.,4
"5,300",Residential Land,"Al Amarat, Muscat",645 Sq. M.,not available
"125,000",Villa,"Al Khoud, Muscat",400 Sq. M.,9
"450,000",Apartment,"The Wave (Almouj), Muscat",185 Sq. M.,2
"31,750",Apartment,"Bosher, Muscat",67 Sq. M.,1
"49,000",Villa,"Al Maabilah, Muscat",176 Sq. M.,3
"37,000",Apartment,"Al Maabilah, Muscat",140 Sq. M.,2
"25,000",Villa,"Saham, Al Batinah",250 Sq. M.,6
"22,500",Residential Land,"Al Amarat, Muscat",450 Sq. M.,not available
"38,500",Apartment,"Al Mawaleh, Muscat",101 Sq. M.,2
"41,414",Apartment,"Sultan Haitham City, Muscat",52 Sq. M.,not available
"69,815",Apartment,"Sultan Haitham City, Muscat",98 Sq. M.,2
"2,150",Residential Land,"Shinas, Al Batinah",630 Sq. M.,not available
"1,406,000",Villa,"Muscat - Other, Muscat",907 Sq. M.,6
"85,000",Apartment,"Muscat Hills, Muscat",106 Sq. M.,2
"5,000",Residential Land,"Saham, Al Batinah",662 Sq. M.,not available
"27,000",Residential Land,"Salalah, Dhofar",646 Sq. M.,not available
"12,000",Residential Land,"Al Rustaq, Al Batinah",600 Sq. M.,not available
"140,000",Villa,"Al Khoud, Muscat",330 Sq. M.,5
"40,000",Apartment,"Al Maabilah, Muscat",120 Sq. M.,3
"28,000",Apartment,"Al Maabilah, Muscat",123 Sq. M.,3
"495,000",Apartment,"The Wave (Almouj), Muscat",325 Sq. M.,4
"490,000",Villa,"The Wave (Almouj), Muscat",519 Sq. M.,5
"7,500",Residential Land,"Al Masn'a, Al Batinah",529 Sq. M.,not available
"19,000",Apartment,"Al Maabilah, Muscat",100 Sq. M.,2
"55,000",Apartment,"Salalah, Dhofar",33 Sq. M.,not available
"7,000",Residential Land,"Al Amarat, Muscat",600 Sq. M.,not available
"13,000",Residential Land,"Barka, Al Batinah",600 Sq. M.,not available
"35,000",Residential Land,"Al Seeb, Muscat",600 Sq. M.,not available
"181,000",Chalet,"Al Sifah, Muscat",144 Sq. M.,2
"10,000",Residential Land,"Saham, Al Batinah","1,200 Sq. M.",not available
"4,000",Residential Land,"Ibri, Al Dhahirah",640 Sq. M.,not available
"70,000",Residential Land,"Bidbid, Al Dakhiliya","2,000 Sq. M.",not available
"201,300",Villa,"Al Maabilah, Muscat",395 Sq. M.,3
"65,000",Residential Land,"Al Rustaq, Al Batinah",960 Sq. M.,not available
"175,000",Villa,"Al Maabilah, Muscat",333 Sq. M.,4
"175,000",Villa,"Al Maabilah, Muscat",333 Sq. M.,4
"49,000",Residential Land,"Suwaiq, Al Batinah","1,819 Sq. M.",not available
"3,500",Residential Land,"Thumrait, Dhofar",600 Sq. M.,not available
"80,000",Villa,"Al Khoud, Muscat",300 Sq. M.,6
"295,000",Villa,"The Wave (Almouj), Muscat",269 Sq. M.,3
"74,500",Apartment,"Yiti, Muscat",59 Sq. M.,1
"35,000",Residential Land,"Barka, Al Batinah",600 Sq. M.,not available
"25,000",Residential Land,"Barka, Al Batinah",600 Sq. M.,not available
"750,000",Residential Land,"Al Maabilah, Muscat","2,500 Sq. M.",not available
"49,000",Villa,"Al Maabilah, Muscat",176 Sq. M.,3
"29,000",Apartment,"Bosher, Muscat",67 Sq. M.,1
"73,470",Apartment,"Sultan Haitham City, Muscat",109 Sq. M.,2
"75,000",Residential Land,"Barka, Al Batinah","1,000 Sq. M.",not available
"55,000",Apartment,"Qurum, Muscat",94 Sq. M.,3
"100,000",Apartment,"Al Khuwair, Muscat","1,500 Sq. M.",2
"11,000",Residential Land,"Al Masn'a, Al Batinah","1,202 Sq. M.",not available
"3,300",Residential Land,"Suwaiq, Al Batinah",648 Sq. M.,not available
"22,000",Apartment,"Barka, Al Batinah",107 Sq. M.,2
"14,000",Apartment,"Nizwa, Al Dakhiliya",102 Sq. M.,3
"11,000",Residential Land,"Nizwa, Al Dakhiliya",600 Sq. M.,not available
"23,500",Residential Land,"Nizwa, Al Dakhiliya",690 Sq. M.,not available
"47,000",Apartment,"Salalah, Dhofar",38 Sq. M.,not available
"483,997",Villa,"The Wave (Almouj), Muscat",314 Sq. M.,4
"575,000",Villa,"The Wave (Almouj), Muscat",549 Sq. M.,5
"483,997",Villa,"The Wave (Almouj), Muscat",314 Sq. M.,4
"13,000",Residential Land,"Barka, Al Batinah",324 Sq. M.,not available
"95,790",Apartment,"The Wave (Almouj), Muscat",108 Sq. M.,1
"95,790",Apartment,"The Wave (Almouj), Muscat",107 Sq. M.,1
"85,000",Villa,"Al Amarat, Muscat",440 Sq. M.,7
"6,500",Residential Land,"Al Masn'a, Al Batinah",609 Sq. M.,not available
"6,500",Residential Land,"Al Masn'a, Al Batinah",609 Sq. M.,not available
"20,000",Apartment,"Misfah, Muscat",56 Sq. M.,1
"810,000",Residential Land,"Azaiba, Muscat","2,700 Sq. M.",not available
"43,000",Villa,"Al Masn'a, Al Batinah",230 Sq. M.,5
"100,000",Residential Land,"Misfah, Muscat",400 Sq. M.,not available
"57,000",Villa,"Al Amarat, Muscat",211 Sq. M.,3
"40,000",Villa,"Ibra, Al Sharqiya",200 Sq. M.,3
"23,000",Residential Land,"Barka, Al Batinah",602 Sq. M.,not available
820,Residential Land,"Al Bustan, Muscat","11,453 Sq. M.",not available
"184,350",Apartment,"Yiti, Muscat",96 Sq. M.,1
"80,495",Apartment,"Bosher, Muscat",137 Sq. M.,3
"65,000",Villa,"Salalah, Dhofar",78 Sq. M.,1
"72,000",Apartment,"Al Sifah, Muscat",54 Sq. M.,1
"26,000",Apartment,"Al Maabilah, Muscat","11,475 Sq. M.",2
"44,000",Residential Land,"Barka, Al Batinah",431 Sq. M.,not available
"76,500",Villa,"Al Amarat, Muscat",600 Sq. M.,4
"4,000,000",Residential Land,"Madinat As Sultan Qaboos, Muscat","19,111 Sq. M.",not available
"84,000",Villa,"Al Khoud, Muscat",344 Sq. M.,8
"445,000",Villa,"The Wave (Almouj), Muscat",314 Sq. M.,4
"55,000",Villa,"Barka, Al Batinah",300 Sq. M.,4
"110,000",Villa,"Al Hail, Muscat",623 Sq. M.,6
"15,000",Residential Land,"Barka, Al Batinah",740 Sq. M.,not available
"680,000",Villa,"Al Ghubrah, Muscat",663 Sq. M.,7
"379,496",Villa,"Muscat Hills, Muscat",356 Sq. M.,3
"95,000",Villa,"Al Mawaleh, Muscat",300 Sq. M.,4
"570,000",Villa,"The Wave (Almouj), Muscat",840 Sq. M.,5
"55,000",Villa,"Al Maabilah, Muscat",531 Sq. M.,2
"50,070",Apartment,"Sultan Haitham City, Muscat",67 Sq. M.,1
"1,480,000",Villa,"The Wave (Almouj), Muscat","1,020 Sq. M.",5
"25,500",Apartment,"Al Maabilah, Muscat",100 Sq. M.,2
"4,200,000",Villa,"The Wave (Almouj), Muscat","1,845 Sq. M.",6
"48,957",Apartment,"Sultan Haitham City, Muscat",71 Sq. M.,1
"4,200,000",Villa,"The Wave (Almouj), Muscat","1,845 Sq. M.",6
"132,870",Apartment,"The Wave (Almouj), Muscat",135 Sq. M.,2
"42,000",Residential Land,"Suwaiq, Al Batinah","3,747 Sq. M.",not available
"250,000",Villa,"Ansab, Muscat",640 Sq. M.,6
"150,000",Apartment,"The Wave (Almouj), Muscat",119 Sq. M.,2
"300,000",Villa,"Bosher, Muscat",665 Sq. M.,5
"50,000",Apartment,"Salalah, Dhofar",38 Sq. M.,not available
"455,015",Apartment,"Al Maabilah, Muscat",987 Sq. M.,5
"88,000",Apartment,"The Wave (Almouj), Muscat",88 Sq. M.,1
"21,900",Residential Land,"Barka, Al Batinah",600 Sq. M.,not available
"10,200",Residential Land,"Al Amarat, Muscat",600 Sq. M.,not available
"41,995",Apartment,"Bosher, Muscat",69 Sq. M.,1
"305,000",Villa,"The Wave (Almouj), Muscat",247 Sq. M.,3
"43,000",Apartment,"Salalah, Dhofar",38 Sq. M.,not available
"185,000",Apartment,"The Wave (Almouj), Muscat",192 Sq. M.,3
"24,000",Apartment,"Al Maabilah, Muscat",92 Sq. M.,2
"430,000",Villa,"Yiti, Muscat",288 Sq. M.,4
"58,000",Residential Land,"Bosher, Muscat",300 Sq. M.,not available
"49,000",Apartment,"Al Hail, Muscat",109 Sq. M.,2
"144,000",Apartment,"Salalah, Dhofar",195 Sq. M.,3
"95,000",Apartment,"Al Sifah, Muscat",124 Sq. M.,2
"90,000",Apartment,"Al Sifah, Muscat",124 Sq. M.,2
"140,000",Villa,"Salalah, Dhofar",122 Sq. M.,2
"45,000",Apartment,"Darsait, Muscat",147 Sq. M.,2
"97,000",Apartment,"The Wave (Almouj), Muscat",86 Sq. M.,1
"64,000",Apartment,"Muscat Hills, Muscat",93 Sq. M.,1
"47,000",Apartment,"Salalah, Dhofar",65 Sq. M.,1
"80,000",Apartment,"The Wave (Almouj), Muscat",64 Sq. M.,1
"299,999",Villa,"The Wave (Almouj), Muscat",276 Sq. M.,4
"41,000",Villa,"Al Maabilah, Muscat",175 Sq. M.,3
"1,427,000",Villa,"The Wave (Almouj), Muscat","1,001 Sq. M.",5
"13,300",Residential Land,"Al Amarat, Muscat",600 Sq. M.,not available
"31,500",Apartment,"Al Maabilah, Muscat",126 Sq. M.,3
"110,000",Villa,"Salalah, Dhofar",527 Sq. M.,6
"10,900",Residential Land,"Barka, Al Batinah",708 Sq. M.,not available
"104,970",Apartment,"Sultan Haitham City, Muscat",154 Sq. M.,3
"12,000",Residential Land,"Barka, Al Batinah",600 Sq. M.,not available
"27,000",Villa,"Masira, Al Sharqiya",600 Sq. M.,2
"98,000",Apartment,"Muscat Hills, Muscat",107 Sq. M.,2
"130,000",Villa,"Al Seeb, Muscat",330 Sq. M.,3
"62,000",Residential Land,"Al Amarat, Muscat",452 Sq. M.,not available
"150,000",Apartment,"The Wave (Almouj), Muscat",165 Sq. M.,2
"210,000",Villa,"Muscat Hills, Muscat",400 Sq. M.,4
"310,000",Villa,"Muscat Hills, Muscat",450 Sq. M.,4
"210,000",Apartment,"The Wave (Almouj), Muscat",145 Sq. M.,2
"55,000",Apartment,"Salalah, Dhofar",96 Sq. M.,1
"89,000",Residential Land,"Al Masn'a, Al Batinah",619 Sq. M.,not available
"127,500",Apartment,"The Wave (Almouj), Muscat",110 Sq. M.,1
"47,000",Apartment,"Bosher, Muscat",70 Sq. M.,1
"122,540",Apartment,"Yiti, Muscat",66 Sq. M.,1
"330,750",Villa,"Qantab, Muscat",495 Sq. M.,3
"82,000",Residential Land,"Al Amarat, Muscat","7,048 Sq. M.",not available
"14,900",Residential Land,"Al Seeb, Muscat",300 Sq. M.,not available
"192,000",Villa,"Bosher, Muscat",420 Sq. M.,6
"150,000",Residential Land,"Barka, Al Batinah","3,000 Sq. M.",not available
"31,000",Apartment,"Al Maabilah, Muscat",126 Sq. M.,3
"84,000",Villa,"Sohar, Al Batinah",346 Sq. M.,6
"67,000",Apartment,"Muscat Hills, Muscat",74 Sq. M.,1
"52,000",Apartment,"Ghala, Muscat",96 Sq. M.,2
"46,000",Villa,"Al Qabil, Al Sharqiya",600 Sq. M.,3
"6,500",Residential Land,"Sumail, Al Dakhiliya",600 Sq. M.,not available
"136,267",Apartment,"Yiti, Muscat",93 Sq. M.,2
"127,000",Apartment,"The Wave (Almouj), Muscat",93 Sq. M.,1
"64,000",Villa,"Salalah, Dhofar",78 Sq. M.,1
"116,500",Villa,"Sultan Haitham City, Muscat",147 Sq. M.,3
"105,000",Apartment,"The Wave (Almouj), Muscat",99 Sq. M.,1
"66,950",Apartment,"Salalah, Dhofar",78 Sq. M.,1
"65,000",Apartment,"Al Sifah, Muscat",63 Sq. M.,1
"41,000",Apartment,"Qurum, Muscat",65 Sq. M.,1
"188,000",Apartment,"The Wave (Almouj), Muscat",138 Sq. M.,2
"175,000",Villa,"Al Seeb, Muscat",333 Sq. M.,4
"220,000",Apartment,"The Wave (Almouj), Muscat",145 Sq. M.,2
"320,000",Villa,"Al Sifah, Muscat","1,000 Sq. M.",4
"1,480,000",Villa,"The Wave (Almouj), Muscat","1,020 Sq. M.",5
"10,000",Residential Land,"Barka, Al Batinah",600 Sq. M.,not available
"5,000",Residential Land,"Al Amarat, Muscat",600 Sq. M.,not available
"93,000",Apartment,"The Wave (Almouj), Muscat",90 Sq. M.,1
"13,000",Residential Land,"Nizwa, Al Dakhiliya","1,248 Sq. M.",not available
"235,000",Residential Land,"Bosher, Muscat","1,500 Sq. M.",not available
"105,000",Residential Land,"Al Mawaleh, Muscat",689 Sq. M.,not available
"48,957",Apartment,"Sultan Haitham City, Muscat",71 Sq. M.,not available
"79,000",Villa,"Al Maabilah, Muscat",600 Sq. M.,3
"135,000",Villa,"Al Khoud, Muscat",484 Sq. M.,7
"629,000",Villa,"The Wave (Almouj), Muscat",676 Sq. M.,5
"605,000",Villa,"The Wave (Almouj), Muscat",722 Sq. M.,5
"6,800",Residential Land,"Al Amarat, Muscat",600 Sq. M.,not available
"54,000",Villa,"Barka, Al Batinah",304 Sq. M.,5
"110,640",Apartment,"Al Maabilah, Muscat",196 Sq. M.,3
"9,500",Residential Land,"Qurayyat, Muscat",786 Sq. M.,not available
"21,500",Apartment,"Al Maabilah, Muscat",84 Sq. M.,2
"85,000",Villa,"Salalah, Dhofar",78 Sq. M.,1
"79,000",Residential Land,"Bosher, Muscat",500 Sq. M.,not available
"105,000",Apartment,"The Wave (Almouj), Muscat",99 Sq. M.,1
"48,600",Apartment,"Sultan Haitham City, Muscat",67 Sq. M.,1
"110,000",Villa,"Qurum, Muscat",209 Sq. M.,6
"85,000",Villa,"Al Maabilah, Muscat",311 Sq. M.,4
"37,000",Residential Land,"Barka, Al Batinah","1,200 Sq. M.",not available
"21,500",Apartment,"Al Maabilah, Muscat",84 Sq. M.,2
"320,000",Villa,"Yiti, Muscat",357 Sq. M.,3
"1,400,000",Villa,"Al Sifah, Muscat",650 Sq. M.,5
"52,000",Apartment,"Ghala, Muscat",100 Sq. M.,2
"79,000",Residential Land,"Al Rusayl, Muscat","1,583 Sq. M.",not available
"105,000",Apartment,"Bosher, Muscat",242 Sq. M.,3
"100,000",Apartment,"Al Sifah, Muscat",121 Sq. M.,2
"73,000",Apartment,"Al Sifah, Muscat",120 Sq. M.,2
"220,000",Apartment,"The Wave (Almouj), Muscat",145 Sq. M.,2
"4,300",Residential Land,"Al Mudaibi, Al Sharqiya",600 Sq. M.,not available
"135,000",Apartment,"Yiti, Muscat",93 Sq. M.,2
"220,000",Apartment,"The Wave (Almouj), Muscat",145 Sq. M.,2
"517,000",Villa,"The Wave (Almouj), Muscat",540 Sq. M.,5
"290,000",Residential Land,"Qurum, Muscat","1,000 Sq. M.",not available
"139,000",Chalet,"Barka, Al Batinah","6,200 Sq. M.",4
"55,319",Apartment,"Sohar, Al Batinah",116 Sq. M.,2
"105,000",Villa,"Al Ghubrah, Muscat",386 Sq. M.,4
"62,008",Apartment,"Al Maabilah, Muscat",95 Sq. M.,1
"57,000",Villa,"Saham, Al Batinah",600 Sq. M.,8
"48,902",Apartment,"Bosher, Muscat",93 Sq. M.,1
"3,700",Residential Land,"Suwaiq, Al Batinah",662 Sq. M.,not available
"120,000",Villa,"Al Mawaleh, Muscat",720 Sq. M.,12
"720,000",Villa,"The Wave (Almouj), Muscat",720 Sq. M.,5
"24,000",Residential Land,"Bidbid, Al Dakhiliya",600 Sq. M.,not available
"80,835",Apartment,"Al Maabilah, Muscat",132 Sq. M.,2
"46,627",Apartment,"Al Maabilah, Muscat",72 Sq. M.,not available
"62,000",Apartment,"Sultan Haitham City, Muscat",95 Sq. M.,1
"110,640",Apartment,"Sultan Haitham City, Muscat",196 Sq. M.,3
"87,735",Apartment,"Al Khoud, Muscat",133 Sq. M.,2
"113,925",Apartment,"Al Khoud, Muscat",173 Sq. M.,3
"222,240",Apartment,"Al Khoud, Muscat",360 Sq. M.,4
"210,000",Apartment,"Barr Al Jissah, Muscat",200 Sq. M.,3
"46,627",Apartment,"Sultan Haitham City, Muscat",75 Sq. M.,not available
"32,000",Villa,"Suwaiq, Al Batinah",625 Sq. M.,2
"53,000",Apartment,"Al Sifah, Muscat",91 Sq. M.,1
"58,000",Apartment,"Al Ghubrah, Muscat",100 Sq. M.,2
"50,000",Apartment,"Al Sifah, Muscat",61 Sq. M.,1
"446,000",Villa,"The Wave (Almouj), Muscat",314 Sq. M.,4
"23,700",Apartment,"Al Amarat, Muscat",118 Sq. M.,3
"115,000",Apartment,"The Wave (Almouj), Muscat",159 Sq. M.,1
"80,835",Apartment,"Sultan Haitham City, Muscat",132 Sq. M.,2
"38,000",Residential Land,"Al Amarat, Muscat",400 Sq. M.,not available
"41,000",Apartment,"Al Seeb, Muscat",47 Sq. M.,not available
"66,000",Villa,"Barka, Al Batinah",360 Sq. M.,5
"160,000",Residential Land,"Ruwi, Muscat",460 Sq. M.,not available
"202,000",Villa,"Al Ghubrah, Muscat",700 Sq. M.,6
"517,000",Villa,"The Wave (Almouj), Muscat",427 Sq. M.,5
"60,000",Apartment,"Qurum, Muscat",118 Sq. M.,2
"89,500",Apartment,"Muscat Hills, Muscat",118 Sq. M.,2
"47,500",Villa,"Barka, Al Batinah",632 Sq. M.,3
"58,000",Villa,"Sumail, Al Dakhiliya",237 Sq. M.,3
"2,650",Residential Land,"Ibri, Al Dhahirah",600 Sq. M.,not available
"11,000",Residential Land,"Barka, Al Batinah",600 Sq. M.,not available
"115,000",Villa,"Ansab, Muscat",298 Sq. M.,7
999,Residential Land,"Sohar, Al Batinah","1,525 Sq. M.",not available
"132,300",Villa,"Al Maabilah, Muscat",210 Sq. M.,3
"16,800",Residential Land,"Barka, Al Batinah","1,200 Sq. M.",not available
"170,000",Apartment,"Barr Al Jissah, Muscat",199 Sq. M.,2
"53,000",Villa,"Barka, Al Batinah",260 Sq. M.,2
"460,950",Villa,"The Wave (Almouj), Muscat",314 Sq. M.,4
"2,200",Residential Land,"Saham, Al Batinah",650 Sq. M.,not available
"68,000",Apartment,"Qurum, Muscat",131 Sq. M.,2
"55,000",Apartment,"Qurum, Muscat",94 Sq. M.,3
"290,000",Villa,"Al Mawaleh, Muscat",794 Sq. M.,5
"10,500",Residential Land,"Al Masn'a, Al Batinah",650 Sq. M.,not available
"156,500",Apartment,"The Wave (Almouj), Muscat",119 Sq. M.,2
"51,101",Apartment,"Al Khoud, Muscat",57 Sq. M.,1
"195,000",Villa,"The Wave (Almouj), Muscat",202 Sq. M.,3
"220,000",Residential Land,"Barka, Al Batinah",600 Sq. M.,not available
"85,000",Apartment,"Al Khuwair, Muscat",174 Sq. M.,3
"170,000",Villa,"Al Sifah, Muscat",145 Sq. M.,3
"134,583",Apartment,"The Wave (Almouj), Muscat",83 Sq. M.,1
"22,000",Residential Land,"Barka, Al Batinah",600 Sq. M.,not available
"13,000",Residential Land,"Barka, Al Batinah",600 Sq. M.,not available
"41,000",Apartment,"Sultan Haitham City, Muscat",53 Sq. M.,not available
"15,000",Residential Land,"Qurayyat, Muscat",600 Sq. M.,not available
"148,000",Apartment,"The Wave (Almouj), Muscat",86 Sq. M.,1
"2,750",Residential Land,"Al Rustaq, Al Batinah",500 Sq. M.,not available
"115,000",Apartment,"Al Sifah, Muscat",124 Sq. M.,2
"79,000",Villa,"Al Amarat, Muscat",305 Sq. M.,7
"125,000",Apartment,"The Wave (Almouj), Muscat",82 Sq. M.,1
"73,000",Residential Land,"Al Seeb, Muscat",614 Sq. M.,not available
"25,500",Apartment,"Al Khoud, Muscat",67 Sq. M.,1
"39,900",Apartment,"Al Khoud, Muscat",108 Sq. M.,2
"71,000",Villa,"Salalah, Dhofar",77 Sq. M.,1
"128,000",Apartment,"The Wave (Almouj), Muscat",83 Sq. M.,1
"85,000",Villa,"Al Maabilah, Muscat",319 Sq. M.,6
"97,000",Apartment,"Salalah, Dhofar",61 Sq. M.,1
"25,000",Apartment,"Ghala, Muscat",55 Sq. M.,1
"22,000",Villa,"Izki, Al Dakhiliya",344 Sq. M.,4
"43,500",Apartment,"Muscat - Other, Muscat",42 Sq. M.,1
"43,000",Residential Land,"Barka, Al Batinah","1,341 Sq. M.",not available
"65,044",Apartment,"Sohar, Al Batinah",135 Sq. M.,3
"95,451",Apartment,"Yiti, Muscat",68 Sq. M.,1
"135,000",Villa,"The Wave (Almouj), Muscat",150 Sq. M.,2
"210,000",Villa,"Bosher, Muscat",500 Sq. M.,6
"16,000",Residential Land,"Suwaiq, Al Batinah",600 Sq. M.,not available
"60,000",Apartment,"Al Khoud, Muscat",126 Sq. M.,3
"46,650",Apartment,"Al Maabilah, Muscat",71 Sq. M.,not available
"98,568",Apartment,"Al Maabilah, Muscat",157 Sq. M.,2
"59,296",Apartment,"Al Maabilah, Muscat",95 Sq. M.,1
"57,380",Apartment,"Sohar, Al Batinah",120 Sq. M.,3
"49,420",Apartment,"Sohar, Al Batinah",97 Sq. M.,2
"35,864",Apartment,"Sohar, Al Batinah",74 Sq. M.,1
"55,000",Villa,"Barka, Al Batinah",275 Sq. M.,4
"190,000",Villa,"Yiti, Muscat",125 Sq. M.,3
200,Residential Land,"Al Rusayl, Muscat","1,402 Sq. M.",not available
"155,000",Villa,"Al Ghubrah, Muscat",600 Sq. M.,5
"72,000",Apartment,"Al Khuwair, Muscat",151 Sq. M.,1
"30,500",Apartment,"Azaiba, Muscat",72 Sq. M.,1
"220,000",Apartment,"The Wave (Almouj), Muscat",145 Sq. M.,2
"115,000",Apartment,"Barr Al Jissah, Muscat",140 Sq. M.,2
"80,000",Apartment,"The Wave (Almouj), Muscat",65 Sq. M.,1
"109,000",Apartment,"Al Sifah, Muscat",124 Sq. M.,2
"25,500",Apartment,"Al Maabilah, Muscat",101 Sq. M.,3
"380,000",Villa,"The Wave (Almouj), Muscat",502 Sq. M.,5
"63,750",Apartment,"Al Khuwair, Muscat",140 Sq. M.,2
"190,000",Villa,"Al Hail, Muscat",600 Sq. M.,5
