prop_price,prop_title,prop_location,prop_size,number_room
"338,552",Villa,"Salalah, Dhofar",243 Sq. M.,4
"390,000",Villa,"Muscat Hills, Muscat",450 Sq. M.,4
"180,000",Villa,"Bosher, Muscat",350 Sq. M.,4
"302,000",Villa,"The Wave (Almouj), Muscat",269 Sq. M.,3
"80,000",Apartment,"Muscat Hills, Muscat",105 Sq. M.,1
"120,000",Villa,"Al Mawaleh, Muscat",370 Sq. M.,5
"3,000",Residential Land,"Suwaiq, Al Batinah",600 Sq. M.,not available
"68,000",Villa,"Salalah, Dhofar",76 Sq. M.,1
"156,000",Apartment,"The Wave (Almouj), Muscat",131 Sq. M.,2
"56,000",Residential Land,"Barka, Al Batinah",600 Sq. M.,not available
"160,000",Villa,"Ansab, Muscat",300 Sq. M.,6
"245,500",Apartment,"The Wave (Almouj), Muscat",145 Sq. M.,2
"45,000",Villa,"Al Buraimi, Al Buraimi",600 Sq. M.,6
"6,000",Residential Land,"Ibri, Al Dhahirah",738 Sq. M.,not available
250,Residential Land,"Nizwa, Al Dakhiliya",500 Sq. M.,not available
"335,825",Villa,"Salalah, Dhofar",234 Sq. M.,4
"53,000",Residential Land,"Al Seeb, Muscat",608 Sq. M.,not available
"60,000",Villa,"Saham, Al Batinah","3,074 Sq. M.",3
"47,000",Apartment,"Bosher, Muscat",90 Sq. M.,3
"15,000",Residential Land,"Sohar, Al Batinah",300 Sq. M.,not available
"43,000",Villa,"Al Amarat, Muscat",224 Sq. M.,3
"65,000",Residential Land,"Sohar, Al Batinah","1,500 Sq. M.",not available
"9,500",Residential Land,"Al Mudaibi, Al Sharqiya",632 Sq. M.,not available
"19,500",Residential Land,"Al Amarat, Muscat",600 Sq. M.,not available
"79,990",Residential Land,"Salalah, Dhofar",600 Sq. M.,not available
"2,600",Residential Land,"Ibri, Al Dhahirah",600 Sq. M.,not available
"165,000",Villa,"Salalah, Dhofar",131 Sq. M.,2
"15,000",Apartment,"Muscat - Other, Muscat",40 Sq. M.,1
"23,500",Apartment,"Al Maabilah, Muscat",86 Sq. M.,2
"30,000",Apartment,"Bosher, Muscat",70 Sq. M.,1
"3,000,000",Residential Land,"Ghala, Muscat","16,300 Sq. M.",not available
"10,500",Residential Land,"Saham, Al Batinah",600 Sq. M.,not available
"326,456",Villa,"Yiti, Muscat",286 Sq. M.,4
"269,290",Villa,"Yiti, Muscat",124 Sq. M.,3
"9,500",Residential Land,"Izki, Al Dakhiliya",600 Sq. M.,not available
"74,830",Apartment,"Al Maabilah, Muscat",109 Sq. M.,2
"1,406,000",Villa,"The Wave (Almouj), Muscat",907 Sq. M.,6
"229,766",Villa,"Yiti, Muscat",256 Sq. M.,3
"15,000",Residential Land,"Sohar, Al Batinah",300 Sq. M.,not available
"51,900",Residential Land,"Al Amarat, Muscat",800 Sq. M.,not available
"30,000",Apartment,"Barka, Al Batinah",114 Sq. M.,2
"250,000",Residential Land,"Saham, Al Batinah","1,883 Sq. M.",not available
"250,000",Residential Land,"Al Buraimi, Al Buraimi",547 Sq. M.,not available
"200,000",Residential Land,"Mahut, Al Wusta","1,883 Sq. M.",not available
300,Residential Land,"Al Duqum, Al Wusta","30,000 Sq. M.",not available
"167,000",Villa,"Salalah, Dhofar",121 Sq. M.,2
"135,000",Apartment,"Madinat As Sultan Qaboos, Muscat",273 Sq. M.,3
"450,000",Villa,"Qurum, Muscat",459 Sq. M.,5
"4,200,000",Villa,"The Wave (Almouj), Muscat","1,845 Sq. M.",6
"90,000",Residential Land,"Al Seeb, Muscat","1,304 Sq. M.",not available
"115,000",Villa,"Ansab, Muscat",340 Sq. M.,5
"35,000",Apartment,"Bosher, Muscat",76 Sq. M.,3
"120,000",Residential Land,"Bosher, Muscat","2,098 Sq. M.",not available
"55,000",Villa,"Salalah, Dhofar",170 Sq. M.,4
"69,000",Residential Land,"Al Hail, Muscat",563 Sq. M.,not available
"7,500",Residential Land,"Qurayyat, Muscat",600 Sq. M.,not available
"120,000",Villa,"Al Maabilah, Muscat",410 Sq. M.,6
"480,000",Villa,"The Wave (Almouj), Muscat",459 Sq. M.,6
"175,000",Villa,"Sultan Haitham City, Muscat",333 Sq. M.,4
"8,900",Residential Land,"Sohar, Al Batinah",600 Sq. M.,not available
"573,300",Villa,"The Wave (Almouj), Muscat",549 Sq. M.,5
"18,000",Residential Land,"Wadi Al Ma'awal, Al Batinah",618 Sq. M.,not available
"21,000",Residential Land,"Shinas, Al Batinah","2,668 Sq. M.",not available
"40,000",Villa,"Al Amarat, Muscat",400 Sq. M.,10
"170,000",Chalet,"Al Sifah, Muscat",140 Sq. M.,2
"85,000",Apartment,"Al Sifah, Muscat",120 Sq. M.,2
"140,000",Apartment,"Al Sifah, Muscat",163 Sq. M.,2
"180,000",Villa,"Al Mawaleh, Muscat",600 Sq. M.,6
"625,000",Villa,"Al Mawaleh, Muscat",990 Sq. M.,12
"36,000",Apartment,Dhofar,82 Sq. M.,2
"635,000",Villa,"The Wave (Almouj), Muscat",667 Sq. M.,5
"39,000",Apartment,"Bosher, Muscat",99 Sq. M.,2
"4,410,000",Villa,"The Wave (Almouj), Muscat","1,845 Sq. M.",6
"43,000",Residential Land,"Ruwi, Muscat",226 Sq. M.,not available
"6,000",Residential Land,"Ibri, Al Dhahirah",738 Sq. M.,not available
"78,000",Villa,"Al Maabilah, Muscat",337 Sq. M.,6
"48,000",Residential Land,"Nakhl, Al Batinah",500 Sq. M.,not available
"19,000",Residential Land,"Sur, Al Sharqiya",630 Sq. M.,not available
"15,000",Residential Land,"Sohar, Al Batinah",300 Sq. M.,not available
"59,400",Villa,"Sohar, Al Batinah",322 Sq. M.,4
100,Residential Land,"Masira, Al Sharqiya",660 Sq. M.,not available
300,Residential Land,"Jalan Bani Buhassan, Al Sharqiya","1,000 Sq. M.",not available
"35,336",Apartment,"Ghala, Muscat",88 Sq. M.,1
"4,000",Residential Land,"Suwaiq, Al Batinah",600 Sq. M.,not available
"28,500",Residential Land,"Barka, Al Batinah","1,200 Sq. M.",not available
"190,000",Apartment,"The Wave (Almouj), Muscat",150 Sq. M.,2
"245,000",Apartment,"The Wave (Almouj), Muscat",223 Sq. M.,2
"10,950",Apartment,"Al Seeb, Muscat",48 Sq. M.,1
"1,100,000",Villa,"Qantab, Muscat",750 Sq. M.,5
"36,000",Apartment,"Bosher, Muscat",112 Sq. M.,3
"370,000",Villa,"The Wave (Almouj), Muscat",509 Sq. M.,6
"70,000",Villa,"Ibra, Al Sharqiya",580 Sq. M.,5
"1,000,000",Residential Land,"Al Amarat, Muscat",600 Sq. M.,not available
"70,000",Apartment,"Muscat Hills, Muscat",100 Sq. M.,2
"170,000",Villa,"Yiti, Muscat",125 Sq. M.,3
"60,000",Apartment,"Muscat Hills, Muscat",71 Sq. M.,1
"5,000",Residential Land,"Saham, Al Batinah",600 Sq. M.,not available
"6,000",Residential Land,"Al Masn'a, Al Batinah",613 Sq. M.,not available
"338,956",Villa,"Salalah, Dhofar",243 Sq. M.,4
"370,000",Villa,"Al Mawaleh, Muscat",711 Sq. M.,12
"73,000",Apartment,"Al Sifah, Muscat",90 Sq. M.,1
"1,800,000",Villa,"The Wave (Almouj), Muscat",933 Sq. M.,6
"110,000",Apartment,"Al Sifah, Muscat",121 Sq. M.,2
"460,000",Residential Land,"Al Hail, Muscat",710 Sq. M.,not available
100,Residential Land,"Bidiya, Al Sharqiya",450 Sq. M.,not available
"7,500",Residential Land,"Ibra, Al Sharqiya",962 Sq. M.,not available
"67,000",Villa,"Al Maabilah, Muscat",338 Sq. M.,4
"105,000",Residential Land,"Al Ghubrah, Muscat",566 Sq. M.,not available
"385,380",Villa,"Yiti, Muscat",128 Sq. M.,3
"33,900",Residential Land,"Al Maabilah, Muscat",600 Sq. M.,not available
"70,000",Chalet,"Al Amarat, Muscat",600 Sq. M.,7
"1,490,000",Villa,"The Wave (Almouj), Muscat",933 Sq. M.,6
"45,000",Apartment,"Qurum, Muscat",103 Sq. M.,2
"70,000",Villa,"Barka, Al Batinah",320 Sq. M.,5
"56,000",Apartment,"Al Sifah, Muscat",77 Sq. M.,1
"456,000",Villa,"Barr Al Jissah, Muscat",498 Sq. M.,4
"165,000",Villa,"Al Hail, Muscat",857 Sq. M.,3
"950,000",Villa,"Qantab, Muscat","1,442 Sq. M.",5
"23,000",Residential Land,"Al 'Awabi, Al Batinah",287 Sq. M.,not available
"275,000",Residential Land,"Barka, Al Batinah","10,017 Sq. M.",not available
"140,000",Villa,"Azaiba, Muscat",300 Sq. M.,5
"41,000",Apartment,"Al Khoud, Muscat",56 Sq. M.,not available
"220,000",Villa,"Al Hail, Muscat",900 Sq. M.,5
"1,506,534",Villa,"Yiti, Muscat",487 Sq. M.,5
"274,596",Villa,"Yiti, Muscat",260 Sq. M.,4
"70,000",Residential Land,"Al Masn'a, Al Batinah","11,202 Sq. M.",not available
"125,000",Apartment,"The Wave (Almouj), Muscat",130 Sq. M.,2
"49,900",Villa,"Yunqul, Al Dhahirah",517 Sq. M.,6
"9,000",Residential Land,"Qurayyat, Muscat",600 Sq. M.,not available
"950,000",Villa,"Qantab, Muscat",750 Sq. M.,5
"187,500",Apartment,"Qantab, Muscat",175 Sq. M.,3
"178,500",Apartment,"Qantab, Muscat",170 Sq. M.,3
"185,000",Apartment,"Qantab, Muscat",165 Sq. M.,3
"95,000",Residential Land,"Al Khoud, Muscat",615 Sq. M.,not available
"950,000",Villa,"The Wave (Almouj), Muscat",907 Sq. M.,6
"670,000",Villa,"The Wave (Almouj), Muscat",455 Sq. M.,5
"200,000",Residential Land,"Al Masn'a, Al Batinah","27,051 Sq. M.",not available
500,Residential Land,"Ghala, Muscat","2,934 Sq. M.",not available
"6,000",Residential Land,"Al Amarat, Muscat",812 Sq. M.,not available
"175,000",Villa,"Al Maabilah, Muscat",333 Sq. M.,4
"281,101",Villa,"Yiti, Muscat",257 Sq. M.,4
"241,255",Villa,"Yiti, Muscat",256 Sq. M.,4
"52,500",Apartment,"Qurum, Muscat",100 Sq. M.,2
"7,200",Residential Land,"Al Masn'a, Al Batinah",602 Sq. M.,not available
"310,000",Villa,"The Wave (Almouj), Muscat",247 Sq. M.,3
"77,015",Apartment,"Muscat Hills, Muscat",108 Sq. M.,1
"33,000",Residential Land,"Sohar, Al Batinah","1,234 Sq. M.",not available
"25,000",Residential Land,"Sumail, Al Dakhiliya",618 Sq. M.,not available
"175,000",Villa,"Al Mawaleh, Muscat",775 Sq. M.,4
"20,000",Villa,"Barka, Al Batinah",180 Sq. M.,3
"137,000",Villa,"Al Khoud, Muscat",420 Sq. M.,4
"230,000",Villa,"Al Khoud, Muscat",636 Sq. M.,7
"63,000",Villa,"Al Maabilah, Muscat",300 Sq. M.,5
"78,000",Apartment,"Muscat Hills, Muscat",110 Sq. M.,2
"20,000",Residential Land,"Al Amarat, Muscat",550 Sq. M.,not available
"187,500",Apartment,"Qantab, Muscat",171 Sq. M.,3
"7,500",Residential Land,"Sumail, Al Dakhiliya",600 Sq. M.,not available
"11,000",Residential Land,"Izki, Al Dakhiliya",600 Sq. M.,not available
"167,680",Apartment,"Barr Al Jissah, Muscat",43 Sq. M.,1
"71,917",Apartment,"Muscat Hills, Muscat",108 Sq. M.,1
"160,000",Apartment,"The Wave (Almouj), Muscat",127 Sq. M.,2
"95,000",Residential Land,"Al Rusayl, Muscat","1,000 Sq. M.",not available
"5,200",Residential Land,"Ibri, Al Dhahirah","1,200 Sq. M.",not available
"455,617",Villa,"Yiti, Muscat",506 Sq. M.,4
"1,215,385",Villa,"Yiti, Muscat",315 Sq. M.,4
"330,000",Villa,"The Wave (Almouj), Muscat",256 Sq. M.,3
"14,500",Residential Land,"Barka, Al Batinah",611 Sq. M.,not available
"71,000",Villa,"Al Maabilah, Muscat",300 Sq. M.,5
"85,000",Residential Land,"Ibri, Al Dhahirah","1,200 Sq. M.",not available
"70,000",Apartment,"Al Sifah, Muscat",91 Sq. M.,1
"83,461",Apartment,"Muscat Hills, Muscat",132 Sq. M.,3
"225,000",Apartment,"The Wave (Almouj), Muscat",100 Sq. M.,2
"165,000",Villa,"Al Hail, Muscat",859 Sq. M.,4
"62,000",Villa,"Barka, Al Batinah",400 Sq. M.,7
"54,000",Apartment,"Salalah, Dhofar",53 Sq. M.,1
"49,000",Apartment,"Salalah, Dhofar",60 Sq. M.,1
"236,643",Apartment,"Al Khoud, Muscat",333 Sq. M.,4
"76,000",Apartment,"Muscat Hills, Muscat",118 Sq. M.,2
"44,000",Apartment,"Al Sifah, Muscat",60 Sq. M.,1
"370,000",Villa,"Qurum, Muscat",800 Sq. M.,9
"33,000",Residential Land,"Sohar, Al Batinah","1,234 Sq. M.",not available
"11,000",Residential Land,"Nizwa, Al Dakhiliya",732 Sq. M.,not available
"25,500",Residential Land,"Suwaiq, Al Batinah","2,270 Sq. M.",not available
"80,000",Apartment,"Qantab, Muscat",86 Sq. M.,1
"133,000",Apartment,"Qantab, Muscat",138 Sq. M.,2
"7,700",Residential Land,"Al Buraimi, Al Buraimi",631 Sq. M.,not available
"18,000",Residential Land,"Nizwa, Al Dakhiliya",750 Sq. M.,not available
"220,000",Apartment,"The Wave (Almouj), Muscat",122 Sq. M.,2
"82,000",Apartment,"The Wave (Almouj), Muscat",61 Sq. M.,1
"1,010",Villa,"Bosher, Muscat",600 Sq. M.,8
"10,000",Residential Land,"Ibri, Al Dhahirah",100 Sq. M.,not available
"50,000",Apartment,"Al Maabilah, Muscat",170 Sq. M.,4
"6,000",Residential Land,"Bahla, Al Dakhiliya",600 Sq. M.,not available
"100,000",Apartment,"Salalah, Dhofar",89 Sq. M.,1
"50,070",Apartment,"Al Maabilah, Muscat",70 Sq. M.,1
"7,300",Residential Land,"Al Rustaq, Al Batinah",600 Sq. M.,not available
"60,000",Chalet,"Barka, Al Batinah",135 Sq. M.,2
"5,500",Residential Land,"Bidbid, Al Dakhiliya",675 Sq. M.,not available
"220,000",Residential Land,"Al Amarat, Muscat","2,900 Sq. M.",not available
"199,000",Apartment,"Qantab, Muscat",171 Sq. M.,3
"32,000",Villa,"Saham, Al Batinah",200 Sq. M.,4
"19,900",Apartment,"Ruwi, Muscat",85 Sq. M.,2
"250,000",Residential Land,"Al Seeb, Muscat","9,629 Sq. M.",not available
"750,000",Villa,"The Wave (Almouj), Muscat",823 Sq. M.,7
"212,000",Apartment,Muscat,212 Sq. M.,3
"99,750",Apartment,"The Wave (Almouj), Muscat",107 Sq. M.,1
"28,000",Apartment,"Al Ghubrah, Muscat",79 Sq. M.,2
"9,000",Residential Land,"Ibri, Al Dhahirah",674 Sq. M.,not available
"135,000",Apartment,"Qantab, Muscat",133 Sq. M.,2
"42,000",Chalet,"Sumail, Al Dakhiliya",170 Sq. M.,2
"48,000",Apartment,"Qurum, Muscat",100 Sq. M.,2
"151,000",Villa,"Bosher, Muscat",235 Sq. M.,3
"13,000",Residential Land,"Ibra, Al Sharqiya",630 Sq. M.,not available
"131,500",Apartment,"Qantab, Muscat",133 Sq. M.,2
"89,000",Apartment,"Qantab, Muscat",84 Sq. M.,1
"72,000",Villa,"Salalah, Dhofar",78 Sq. M.,1
"90,000",Residential Land,"Al Mawaleh, Muscat",600 Sq. M.,not available
"66,000",Villa,"Al Amarat, Muscat",308 Sq. M.,5
"580,000",Villa,"The Wave (Almouj), Muscat",427 Sq. M.,5
"28,000",Residential Land,"Suwaiq, Al Batinah","1,191 Sq. M.",not available
"180,000",Apartment,"The Wave (Almouj), Muscat",207 Sq. M.,3
"8,000",Residential Land,"Saham, Al Batinah",600 Sq. M.,not available
"48,000",Residential Land,"Al Mudaibi, Al Sharqiya","15,000 Sq. M.",not available
"51,500",Apartment,"Bosher, Muscat",68 Sq. M.,1
"85,000",Villa,"Al Amarat, Muscat",330 Sq. M.,5
"37,500",Villa,"Al Masn'a, Al Batinah",217 Sq. M.,3
"450,000",Residential Land,"Muscat - Other, Muscat",906 Sq. M.,not available
"95,000",Residential Land,"Al Hail, Muscat",770 Sq. M.,not available
"59,000",Residential Land,"Al Maabilah, Muscat",640 Sq. M.,not available
"24,600",Residential Land,"Barka, Al Batinah",630 Sq. M.,not available
"24,000",Apartment,"Al Amarat, Muscat",104 Sq. M.,3
"75,000",Apartment,"Muscat Hills, Muscat",80 Sq. M.,2
"133,000",Apartment,"Qantab, Muscat",133 Sq. M.,2
"3,400",Residential Land,"Al Rustaq, Al Batinah",500 Sq. M.,not available
"40,000",Apartment,"Salalah, Dhofar",50 Sq. M.,not available
"8,500",Residential Land,"Nizwa, Al Dakhiliya",900 Sq. M.,not available
"98,000",Residential Land,"Azaiba, Muscat",440 Sq. M.,not available
"66,000",Villa,"Al Amarat, Muscat",255 Sq. M.,3
"2,500",Residential Land,"Al Khaboura, Al Batinah",600 Sq. M.,not available
"122,000",Apartment,"Qantab, Muscat",128 Sq. M.,2
"5,000",Residential Land,"Al Sinainah, Al Buraimi",969 Sq. M.,not available
"195,000",Villa,"The Wave (Almouj), Muscat",202 Sq. M.,3
"19,000",Residential Land,"Barka, Al Batinah",600 Sq. M.,not available
"233,300",Villa,"Al Maabilah, Muscat",600 Sq. M.,5
"17,000",Villa,"Mirbat, Dhofar",450 Sq. M.,2
"87,000",Villa,"Barka, Al Batinah",653 Sq. M.,6
"20,000",Residential Land,"Sumail, Al Dakhiliya",600 Sq. M.,not available
"78,870",Apartment,"Al Khoud, Muscat",102 Sq. M.,1
"72,000",Villa,"Al Sifah, Muscat",90 Sq. M.,1
"265,000",Villa,"Al Sifah, Muscat",129 Sq. M.,2
"37,000",Residential Land,"Al Rustaq, Al Batinah",603 Sq. M.,not available
"13,000",Residential Land,"Al Rustaq, Al Batinah",600 Sq. M.,not available
"250,000",Apartment,"The Wave (Almouj), Muscat",150 Sq. M.,3
"23,000",Residential Land,"Sohar, Al Batinah",300 Sq. M.,not available
135,Residential Land,"Al Mawaleh, Muscat",605 Sq. M.,not available
"9,000",Residential Land,"Saham, Al Batinah",602 Sq. M.,not available
"28,000",Residential Land,"Al Amarat, Muscat",910 Sq. M.,not available
"95,000",Residential Land,"Saham, Al Batinah","1,437 Sq. M.",not available
"100,000",Apartment,"The Wave (Almouj), Muscat",87 Sq. M.,1
"53,000",Villa,"Al Wadi Al Kabir, Muscat",300 Sq. M.,4
"1,000",Villa,"Saham, Al Batinah","1,000 Sq. M.",1
"43,000",Residential Land,"Al Amarat, Muscat",500 Sq. M.,not available
"650,000",Residential Land,"Al Mawaleh, Muscat","1,300 Sq. M.",not available
"20,000",Residential Land,"Ibri, Al Dhahirah",799 Sq. M.,not available
"2,000",Residential Land,"Al Seeb, Muscat","5,175 Sq. M.",not available
"170,000",Residential Land,"Bosher, Muscat",783 Sq. M.,not available
"48,000",Villa,"Sumail, Al Dakhiliya",240 Sq. M.,5
"62,000",Apartment,"Muscat Hills, Muscat",65 Sq. M.,1
"165,000",Apartment,"Qantab, Muscat",142 Sq. M.,2
"500,000",Villa,"Barr Al Jissah, Muscat",389 Sq. M.,4
"13,000",Residential Land,"Dima and Al Taaiyin, Al Sharqiya",757 Sq. M.,not available
"49,000",Residential Land,"Saham, Al Batinah","1,007 Sq. M.",not available
"16,000",Residential Land,"Qurayyat, Muscat",600 Sq. M.,not available
"5,000",Residential Land,"Al Khaboura, Al Batinah",630 Sq. M.,not available
"50,510",Apartment,"Sultan Haitham City, Muscat",67 Sq. M.,1
"24,000",Residential Land,"Al Amarat, Muscat","1,000 Sq. M.",not available
"90,000",Residential Land,"Al Khoud, Muscat",600 Sq. M.,not available
"24,000",Residential Land,"Ibri, Al Dhahirah","1,500 Sq. M.",not available
"140,000",Chalet,"Qurayyat, Muscat","2,110 Sq. M.",3
"47,300",Apartment,"Al Khoud, Muscat",55 Sq. M.,1
"5,000",Residential Land,"Al Amarat, Muscat",600 Sq. M.,not available
"20,000",Residential Land,"Saham, Al Batinah",791 Sq. M.,not available
"9,500",Residential Land,"Shinas, Al Batinah",600 Sq. M.,not available
"175,000",Apartment,"The Wave (Almouj), Muscat",224 Sq. M.,2
"90,000",Apartment,"Al Khuwair, Muscat",155 Sq. M.,2
"18,000",Residential Land,"Dhank, Al Dhahirah",480 Sq. M.,not available
"75,000",Apartment,"Madinat As Sultan Qaboos, Muscat",153 Sq. M.,3
"52,000",Villa,"Barka, Al Batinah",260 Sq. M.,4
"160,000",Villa,"Al Mawaleh, Muscat",782 Sq. M.,11
"170,000",Villa,"Al Mawaleh, Muscat",500 Sq. M.,8
"11,200",Residential Land,"Al Sifah, Muscat",600 Sq. M.,not available
"23,000",Residential Land,"Al Khaboura, Al Batinah","2,000 Sq. M.",not available
"183,492",Villa,"Yiti, Muscat",183 Sq. M.,3
"30,000",Residential Land,"Bidbid, Al Dakhiliya",600 Sq. M.,not available
"456,000",Villa,"Qantab, Muscat",498 Sq. M.,4
"38,000",Villa,"Al Amarat, Muscat",140 Sq. M.,3
"25,500",Residential Land,"Suwaiq, Al Batinah","1,469 Sq. M.",not available
"95,000",Apartment,"Muscat Hills, Muscat",142 Sq. M.,2
"50,000",Residential Land,"Al Maabilah, Muscat",800 Sq. M.,not available
"212,191",Villa,"Salalah, Dhofar",780 Sq. M.,2
"1,406,000",Villa,"The Wave (Almouj), Muscat","1,000 Sq. M.",6
"41,500",Residential Land,"Barka, Al Batinah",772 Sq. M.,not available
"33,000",Villa,"Al Masn'a, Al Batinah",156 Sq. M.,3
"15,000",Residential Land,"Barka, Al Batinah",664 Sq. M.,not available
"76,000",Villa,"Al Maabilah, Muscat",300 Sq. M.,6
115,Residential Land,"Al Hail, Muscat",735 Sq. M.,not available
"90,000",Villa,"Barka, Al Batinah",700 Sq. M.,4
"170,869",Villa,"Al Sifah, Muscat",157 Sq. M.,2
"133,000",Apartment,"Qantab, Muscat",133 Sq. M.,2
"59,494",Apartment,"Al Sifah, Muscat",51 Sq. M.,1
"197,736",Villa,"Al Sifah, Muscat",100 Sq. M.,2
"269,290",Villa,"Yiti, Muscat",204 Sq. M.,3
"1,406,000",Villa,"The Wave (Almouj), Muscat",907 Sq. M.,6
"80,000",Villa,"Al Maabilah, Muscat",396 Sq. M.,6
"67,000",Villa,"Al Amarat, Muscat",416 Sq. M.,7
"59,500",Villa,"Sumail, Al Dakhiliya",280 Sq. M.,3
"38,000",Residential Land,"Barka, Al Batinah","1,262 Sq. M.",not available
"10,300",Residential Land,"Nizwa, Al Dakhiliya",600 Sq. M.,not available
"31,500",Residential Land,"Barka, Al Batinah",600 Sq. M.,not available
"4,800",Residential Land,"Izki, Al Dakhiliya",600 Sq. M.,not available
"39,999",Villa,"Al Qabil, Al Sharqiya",223 Sq. M.,5
"12,000",Residential Land,"Qurayyat, Muscat",603 Sq. M.,not available
"9,000",Residential Land,"Nizwa, Al Dakhiliya",716 Sq. M.,not available
"89,118",Apartment,"Yiti, Muscat",50 Sq. M.,1
"98,000",Villa,"Al Mawaleh, Muscat",300 Sq. M.,4
"15,000",Residential Land,"Mahut, Al Wusta",846 Sq. M.,not available
"46,344",Apartment,"Al Sifah, Muscat",38 Sq. M.,1
"9,000",Residential Land,"Thumrait, Dhofar","1,437 Sq. M.",not available
"17,000",Residential Land,"Al Amarat, Muscat",600 Sq. M.,not available
"4,000",Residential Land,"Sohar, Al Batinah",600 Sq. M.,not available
"22,000",Villa,"Barka, Al Batinah",400 Sq. M.,3
"2,900",Residential Land,"Al Buraimi, Al Buraimi",633 Sq. M.,not available
"135,000",Apartment,"The Wave (Almouj), Muscat",105 Sq. M.,1
"143,976",Apartment,"Muscat Hills, Muscat",110 Sq. M.,2
"105,000",Apartment,"Muscat Hills, Muscat",71 Sq. M.,1
"73,000",Apartment,"Al Khoud, Muscat",100 Sq. M.,2
"89,500",Apartment,"Qantab, Muscat",82 Sq. M.,1
"48,600",Apartment,"Al Maabilah, Muscat",70 Sq. M.,1
"83,000",Villa,"Al Bustan, Muscat",236 Sq. M.,4
"85,000",Villa,"Mutrah, Muscat",354 Sq. M.,3
"220,000",Villa,"Al Khoud, Muscat",678 Sq. M.,6
"77,000",Villa,"Al Amarat, Muscat",313 Sq. M.,6
"10,500",Residential Land,"Barka, Al Batinah",612 Sq. M.,not available
"3,500",Residential Land,"Al Rustaq, Al Batinah",500 Sq. M.,not available
"125,000",Apartment,"Muscat Hills, Muscat",172 Sq. M.,2
"32,000",Apartment,"Al Hail, Muscat",90 Sq. M.,1
"81,180",Apartment,"Muscat Hills, Muscat",123 Sq. M.,2
"63,000",Apartment,"Al Sifah, Muscat",77 Sq. M.,1
"8,500",Residential Land,"Nakhl, Al Batinah",617 Sq. M.,not available
"53,000",Apartment,"Qurum, Muscat",102 Sq. M.,2
"525,000",Villa,"Al Khoud, Muscat","1,117 Sq. M.",7
"89,000",Apartment,"The Wave (Almouj), Muscat",88 Sq. M.,1
"12,000",Residential Land,"Sumail, Al Dakhiliya",658 Sq. M.,not available
"95,000",Villa,"Al Khuwair, Muscat",462 Sq. M.,6
"8,500",Residential Land,"Bahla, Al Dakhiliya","1,023 Sq. M.",not available
"181,500",Villa,"Bosher, Muscat",235 Sq. M.,3
"80,000",Apartment,"Ghala, Muscat",139 Sq. M.,2
"145,000",Apartment,"The Wave (Almouj), Muscat",127 Sq. M.,2
"105,000",Villa,"Salalah, Dhofar",648 Sq. M.,7
"29,500",Apartment,"Al Hail, Muscat",65 Sq. M.,1
"99,750",Apartment,"The Wave (Almouj), Muscat",107 Sq. M.,1
"50,000",Residential Land,"Misfah, Muscat",600 Sq. M.,not available
"70,000",Apartment,"Muscat Hills, Muscat",98 Sq. M.,2
"52,000",Apartment,"Taqah, Dhofar",64 Sq. M.,1
"77,000",Villa,"Al Maabilah, Muscat",350 Sq. M.,4
"46,000",Apartment,"Salalah, Dhofar",61 Sq. M.,1
"56,000",Residential Land,"Bidbid, Al Dakhiliya","1,459 Sq. M.",not available
"75,900",Apartment,"Muscat Hills, Muscat",115 Sq. M.,1
"120,000",Residential Land,"Al Duqum, Al Wusta",500 Sq. M.,not available
"135,000",Villa,"Al Khoud, Muscat",476 Sq. M.,6
"11,111",Residential Land,"Nizwa, Al Dakhiliya",640 Sq. M.,not available
"75,000",Villa,"Al Maabilah, Muscat",350 Sq. M.,4
"100,000",Residential Land,"Al Mawaleh, Muscat",680 Sq. M.,not available
"40,000",Residential Land,"Nizwa, Al Dakhiliya",600 Sq. M.,not available
"40,000",Villa,"Sohar, Al Batinah",177 Sq. M.,3
"26,500",Apartment,"Al Khoud, Muscat",89 Sq. M.,2
"195,000",Residential Land,"Al Khoud, Muscat","1,050 Sq. M.",not available
"47,000",Residential Land,"Al Amarat, Muscat",805 Sq. M.,not available
"74,000",Apartment,"Qantab, Muscat",68 Sq. M.,not available
"25,000",Residential Land,"Al Buraimi, Al Buraimi",390 Sq. M.,not available
"7,400",Residential Land,"Sohar, Al Batinah",600 Sq. M.,not available
"7,800",Residential Land,"Mirbat, Dhofar",200 Sq. M.,not available
"15,000",Residential Land,"Barka, Al Batinah",605 Sq. M.,not available
"180,000",Villa,"Yiti, Muscat",125 Sq. M.,3
"450,000",Villa,"Muscat Hills, Muscat",450 Sq. M.,5
"85,000",Villa,"Barka, Al Batinah",600 Sq. M.,4
"54,000",Apartment,"Taqah, Dhofar",65 Sq. M.,1
"18,500",Residential Land,"Al Masn'a, Al Batinah",470 Sq. M.,not available
"103,000",Apartment,"The Wave (Almouj), Muscat",104 Sq. M.,1
"180,000",Villa,"Al Amarat, Muscat",716 Sq. M.,7
"67,000",Apartment,"Qurum, Muscat",116 Sq. M.,2
"49,000",Apartment,"Qurum, Muscat",88 Sq. M.,1
"10,800",Residential Land,"Suwaiq, Al Batinah",600 Sq. M.,not available
"15,000",Residential Land,"Nizwa, Al Dakhiliya",600 Sq. M.,not available
"10,000",Residential Land,"Barka, Al Batinah",600 Sq. M.,not available
